child,1,5.55370432078e-05
desirable,1,5.55370432078e-05
four,2,0.000111074086416
facilities,1,5.55370432078e-05
aegis,1,5.55370432078e-05
tenuous,1,5.55370432078e-05
hanging,1,5.55370432078e-05
oldest,1,5.55370432078e-05
integrity,6,0.000333222259247
aggression,16,0.000888592691325
whose,4,0.000222148172831
fronts,1,5.55370432078e-05
feeding,1,5.55370432078e-05
crises,1,5.55370432078e-05
pre-eminence,1,5.55370432078e-05
redevelopment,2,0.000111074086416
superficially,1,5.55370432078e-05
impoverishment,1,5.55370432078e-05
under,15,0.000833055648117
pride,1,5.55370432078e-05
militantly,1,5.55370432078e-05
deliberations,2,0.000111074086416
legislators,1,5.55370432078e-05
risk,5,0.000277685216039
communique,1,5.55370432078e-05
compassion,1,5.55370432078e-05
rise,1,5.55370432078e-05
misunderstanding,1,5.55370432078e-05
women's,1,5.55370432078e-05
appropriation,1,5.55370432078e-05
every,36,0.00199933355548
insolvent,1,5.55370432078e-05
affect,2,0.000111074086416
bringing,2,0.000111074086416
courageous,1,5.55370432078e-05
vast,5,0.000277685216039
school,1,5.55370432078e-05
uttering,1,5.55370432078e-05
publicly,1,5.55370432078e-05
sunk,1,5.55370432078e-05
clothed,1,5.55370432078e-05
supports,1,5.55370432078e-05
solution,5,0.000277685216039
solid,1,5.55370432078e-05
convenience,2,0.000111074086416
enhance,1,5.55370432078e-05
enjoy,4,0.000222148172831
charter,4,0.000222148172831
force,10,0.000555370432078
leaders,8,0.000444296345663
warns,1,5.55370432078e-05
guidelines,1,5.55370432078e-05
direct,5,0.000277685216039
voting,1,5.55370432078e-05
disciplined,1,5.55370432078e-05
second,11,0.000610907475286
persuade,2,0.000111074086416
charted,1,5.55370432078e-05
cementing,1,5.55370432078e-05
air,2,0.000111074086416
shining,1,5.55370432078e-05
even,21,0.00116627790736
employ,2,0.000111074086416
battleground,1,5.55370432078e-05
solemn,3,0.000166611129623
hate,1,5.55370432078e-05
tirelessly,1,5.55370432078e-05
selected,2,0.000111074086416
contributed,1,5.55370432078e-05
liberty,5,0.000277685216039
consequent,1,5.55370432078e-05
establishes,1,5.55370432078e-05
conduct,7,0.000388759302455
new,38,0.0021104076419
net,1,5.55370432078e-05
increasing,1,5.55370432078e-05
ever,11,0.000610907475286
consisting,1,5.55370432078e-05
seeks,5,0.000277685216039
insinuation,1,5.55370432078e-05
legislation,5,0.000277685216039
ulterior,1,5.55370432078e-05
men,22,0.00122181495057
interdependent,1,5.55370432078e-05
here,10,0.000555370432078
hundreds,1,5.55370432078e-05
met,2,0.000111074086416
protection,1,5.55370432078e-05
china,1,5.55370432078e-05
pursuit,1,5.55370432078e-05
represented,1,5.55370432078e-05
aftermath,2,0.000111074086416
promptly,3,0.000166611129623
confronts,2,0.000111074086416
rightness,1,5.55370432078e-05
voice,1,5.55370432078e-05
daughter,1,5.55370432078e-05
uplifting,1,5.55370432078e-05
rests,2,0.000111074086416
study,1,5.55370432078e-05
approaches,1,5.55370432078e-05
expedited,1,5.55370432078e-05
permit,2,0.000111074086416
military,30,0.00166611129623
engineers,1,5.55370432078e-05
changes,2,0.000111074086416
midway,1,5.55370432078e-05
punctilious,1,5.55370432078e-05
golden,1,5.55370432078e-05
swearing,1,5.55370432078e-05
regimentation,1,5.55370432078e-05
secure,5,0.000277685216039
campaign,1,5.55370432078e-05
labor-saving,1,5.55370432078e-05
inflicting,1,5.55370432078e-05
brought,6,0.000333222259247
patience,2,0.000111074086416
moral,7,0.000388759302455
guests,1,5.55370432078e-05
total,6,0.000333222259247
opponents,3,0.000166611129623
would,68,0.00377651893813
army,1,5.55370432078e-05
marine,1,5.55370432078e-05
achieve,3,0.000166611129623
world's,6,0.000333222259247
lessening,1,5.55370432078e-05
statesmanship,2,0.000111074086416
program,12,0.000666444518494
call,4,0.000222148172831
calm,1,5.55370432078e-05
raids,1,5.55370432078e-05
strike,1,5.55370432078e-05
survive,1,5.55370432078e-05
until,4,0.000222148172831
menaces,1,5.55370432078e-05
whatsoever,2,0.000111074086416
holy,1,5.55370432078e-05
successful,1,5.55370432078e-05
brings,1,5.55370432078e-05
traceable,1,5.55370432078e-05
wars,4,0.000222148172831
hurt,1,5.55370432078e-05
