limited,3
practicability,2
brevet,1
inadequacy,1
assembles,1
desirable,1
needful,1
advices,3
facilities,1
wholly,1
integrity,2
assembled,2
aggression,1
whose,4
effectually,1
tehuantepec,4
presents,1
under,23
dissolution,1
oceans,5
railways,1
connects,2
appropriation,3
every,16
bringing,1
vast,2
four,1
disturb,3
companies,1
admissible,1
extinguishment,1
enjoy,2
charter,1
force,3
estimates,3
direct,3
likely,1
even,1
established,5
settlement,1
deliberate,1
solemn,1
panama,7
asia,1
abides,1
above,3
toll,1
new,31
increasing,3
ever,3
harbors,4
deemed,5
avert,1
men,1
here,2
met,1
protection,16
contentions,1
represented,1
voice,1
rests,1
study,4
changed,1
envoy,3
reports,1
controversy,2
california,27
suitable,2
settled,2
punishment,1
secure,7
feelings,3
brought,3
moral,1
inculcation,1
would,23
to,480
agitation,2
arms,1
mediate,1
call,1
therefore,10
recommend,21
until,4
surveyor-general,1
barbarous,1
tranquillity,1
successful,4
wars,4
actuated,1
post-office,5
berlin,2
hold,1
tariff,1
circumstances,4
abundance,1
rights,6
pursue,1
work,8
entertained,1
mr,2
altering,1
my,40
route,3
defer,1
indicated,1
give,7
unjust,1
organized,2
impair,1
kingdoms,1
want,2
times,1
advancing,1
absolute,1
legislate,1
end,3
elicited,1
inhabitants,3
topographical,1
far,5
adjacent,1
answer,1
widespread,1
credential,1
commencing,1
after,5
customs,1
lay,1
destined,1
president,5
law,6
purchase,3
attempt,3
effective,2
hasty,1
acknowledged,1
perform,1
maintain,8
ultimate,1
suggest,3
order,3
operations,2
senators,1
cession,3
interpretation,1
office,5
consent,2
over,10
derided,1
before,13
fit,1
unforeseen,1
heretofore,5
better,1
production,1
encounter,1
enlisted,1
clause,1
confidently,1
then,3
them,26
prevented,1
they,15
guasacualco,1
schools,1
represents,1
netherlands,1
reasonably,1
stimulus,1
reasonable,4
each,6
lasting,1
interruption,2
observance,5
councils,1
list,1
principles,5
trading,1
navy,9
aids,1
collector,2
prohibitions,1
vessels,9
encourage,3
safety,1
venezuela,1
independence,6
foundation,1
provide,1
linear,1
love,1
veto,1
surveys,1
free,6
disputes,2
formation,3
forcibly,1
estimate,3
silent,1
clandestinely,1
custom-houses,1
renew,2
disturbed,1
speedy,2
uses,1
organize,1
render,4
primary,1
rank,3
adopted,5
another,4
service,10
indicate,1
engagement,1
rates,1
too,1
john,1
bitter,1
happily,1
occasioned,2
negotiating,1
wisdom,10
western,3
requisite,1
freemen,3
agriculturist,1
distance,2
admonitions,1
rate,1
nations,20
matter,4
feeling,3
powers,10
acquisition,1
willingness,1
respecting,1
mind,2
manner,2
impelled,1
seen,1
seem,3
regulate,1
seek,3
affairs,1
strength,4
latter,2
responsible,1
fitting,1
subjects,4
transmit,3
shall,36
object,10
exercised,1
extending,2
germany,2
letter,4
entry,1
grave,2
morality,1
assisting,1
prevails,1
m,1
treaty,36
desirous,1
points,2
enterprise,5
section,2
fitted,1
inspire,1
ending,2
undue,1
treaties,6
attempts,1
bulwer,1
uneasiness,1
liberty,1
respectfully,5
constituent,1
hungary,2
july,2
orleans,1
submit,5
proposed,11
theme,1
predecessor,11
do,8
remotest,1
de,1
perceive,1
coast,6
supplies,1
report,8
comply,3
countries,4
officially,1
public,11
secretary,13
reference,4
observes,1
expediency,1
depends,1
result,5
fail,3
best,8
subject,17
brazil,2
voyage,1
accede,2
capacity,2
lots,1
compensation,4
future,3
cooperation,2
we,24
never,1
terms,5
extend,4
nature,2
fruits,1
weak,1
however,3
extent,3
debt,1
improve,2
received,7
protect,6
country,20
ill,1
demanded,1
distinction,1
monopolize,1
expense,2
adapted,1
asked,1
negotiation,3
prospect,3
appeared,1
character,9
exercising,1
active,3
trust,2
gratitude,1
proceeded,1
basis,2
union,16
been,62
commission,2
much,3
interest,6
privilege,1
entered,2
duties,15
prosperous,1
eastern,1
wish,1
confinement,1
chili,1
commerce,12
contemplated,4
originate,2
employ,1
near,2
suppose,2
aid,8
reconnaissance,2
property,4
characterizing,1
natives,1
mexico,25
is,68
it,111
expenses,3
postmaster-general,2
in,208
if,15
patent,1
things,2
make,10
prussia,3
bestowal,1
harmony,3
several,3
european,1
independent,5
sacramento,1
evil,1
